Activity,X_Acc_std,Y_Acc_std,Z_Acc_std,X_Gyro_std,Y_Gyro_std,Z_Gyro_std,X_Acc_mean,Y_Acc_mean,Z_Acc_mean,X_Gyro_mean,Y_Gyro_mean,Z_Gyro_mean,X_Acc_50,Y_Acc_50,Z_Acc_50,X_Gyro_50,Y_Gyro_50,Z_Gyro_50,X_Acc_max,Y_Acc_max,Z_Acc_max,X_Gyro_max,Y_Gyro_max,Z_Gyro_max,X_Acc_min,Y_Acc_min,Z_Acc_min,X_Gyro_min,Y_Gyro_min,Z_Gyro_min,promedio_resultante_Acc,promedio_resultante_Gyro,energia_Acc,energia_Gyro,X_Acc_abslt,Y_Acc_abslt,Z_Acc_abslt,X_Gyro_abslt,Y_Gyro_abslt,Z_Gyro_abslt,X_Acc_entropy,Y_Acc_entropy,Z_Acc_entropy,X_Gyro_entropy,Y_Gyro_entropy,Z_Gyro_entropy,Sensor_Type,Left_Right,Ubication
6,0.2621063694760731,0.1776841079686625,0.14002139258769752,0.5408864893302449,0.8938189657472742,0.3276381899278222,1.1035746054931361,-0.4702993696658052,0.03875998435857338,-0.113992488750936,0.017540308878242362,0.008863097458793934,1.0720702347530664,-0.43273245162045715,0.01952333945162745,-0.0460785415005876,-0.08540445489949561,0.01827491078265285,1.7344070981252813,-0.1189790552904797,0.4614877574485809,0.8670873566612575,2.5446796887640755,0.9894836032055108,0.5195046958299094,-0.983484125113839,-0.3674353572965792,-1.7031726216320895,-2.5590590900579846,-0.8265677556468775,1.220604108019821,0.9675360423105842,610.3020540099105,483.7680211552921,1.1035746054931361,0.4702993696658052,0.10855643501185168,0.44319966893526125,0.7223406783957361,0.2593663380212493,8.20134995361802,7.8233039548999415,7.743407281095795,8.885784284662087,8.929784284662087,8.821784284662087,2,0,2
6,0.2677772173953855,0.18937164993009592,0.1390643297683709,0.4693128303473015,0.8705743267997539,0.3331025325370873,1.1041264290202206,-0.47559143227540973,0.04075042326544371,0.016069363834652912,-0.039901246195377764,0.013615931603157147,1.0742953354836913,-0.4300392837549834,0.0163253352663632,0.07741114795679255,-0.1466465184891321,0.0241024697707271,1.7937430137435804,-0.1122461474124689,0.4793965831252516,1.0264578422835586,2.364453256072484,1.1603231417176854,0.5714236090127913,-1.166619115681808,-0.3226632707129925,-1.547390289476259,-1.881196825148256,-0.955080793398753,1.2241380681091267,0.9255171199875586,612.0690340545634,462.7585599937793,1.1041264290202206,0.47559143227540973,0.10817413960992925,0.3756950611245346,0.7077042649019345,0.2580564645151525,8.150104135732459,7.878389318317124,7.740562666024471,8.87227450965776,8.91227450965776,8.830764734653433,2,0,2
6,0.26760533448214535,0.1900621477243977,0.14107858492634334,0.4721741801931371,0.9215664918659718,0.3673452861678033,1.1091314133312469,-0.4670756538545953,0.04511506143289472,-0.026636539726370857,0.027766684575530047,-0.007646071552462468,1.0846791388932755,-0.41993992783080375,0.03359456542405975,0.05184609242778625,-0.061607537115458105,0.03667772923040015,1.8367616278689995,-0.1472572589495869,0.4461373194457846,1.121840884525441,2.467339729975227,1.0680022832783067,0.4438514267862121,-1.0171486291468723,-0.3341761160090222,-1.5396161222922735,-1.9952819922126803,-1.1841958769006973,1.2274655718957228,0.9530574097700527,613.7327859478614,476.52870488502634,1.1091314133312469,0.4670756538545953,0.1170298942411876,0.37615613383271534,0.7280022450186815,0.28656099535589874,8.12756224763886,7.8254856348342265,7.794375168006521,8.876274509657758,8.921784284662088,8.822764734653433,2,0,2
6,0.2972711653097441,0.2005167004966649,0.14147432344140953,0.4702719781163228,0.9407551062896944,0.35448788842807133,1.109938381845975,-0.48061687295591926,0.04604376220257746,0.005815834034267626,0.004750866056218598,0.007275547467678947,1.0564945296386903,-0.4259995437424463,0.032954964307107995,0.06709542190852824,-0.14209710914861157,0.011527211713896951,1.8308280259206664,-0.0745418797955507,0.5113766193799164,1.2246991054751868,2.631118466233965,1.20663685864438,0.4809363870307788,-1.1693122835472818,-0.3009168523295551,-1.5142004680050596,-2.1909065938550625,-0.8854567507378165,1.2333665068273654,0.9730921240959696,616.6832534136827,486.5460620479848,1.109938381845975,0.48061687295591926,0.11450889667693082,0.36844682926153943,0.7643496508399985,0.2769405187001204,8.187111122660495,7.922207461928309,7.7835691690903435,8.853784284662087,8.88427450965776,8.873784284662086,2,0,2
6,0.2750174753058568,0.20904586470589814,0.1447267670844911,0.47309921716399916,0.9252159181685817,0.36151556609364144,1.1046782570654343,-0.4748777443406911,0.04250548886173676,-0.009846726942911072,-0.00643928229541757,-0.001451682402748121,1.0653949325611909,-0.42734612767518315,0.0291173576053977,0.06679641884475575,-0.155395386545501,0.016127915858219502,1.968783855759272,0.0035598233037594,0.5727783266072817,0.9905770078260556,2.1807269415224337,1.2863823790648847,0.4616522066649536,-1.122181940186879,-0.2983584422637709,-1.4212094502733574,-2.04392576075276,-0.9489464719509504,1.229102806849574,0.9697018456217631,614.5514034247869,484.85092281088157,1.1046782570654343,0.4748919836339061,0.11360041467337548,0.3722407184039166,0.7598469495650063,0.2850936823204237,8.116724223860672,7.9568457547662765,7.72818800014692,8.868274509657759,8.86427450965776,8.861784284662088,2,0,2
6,0.26539491675187116,0.18649821926173785,0.13281239781734572,0.4557342232463835,0.8681406281664374,0.3518132212685515,1.107375069543436,-0.47209032234703974,0.05001952326756075,-0.004632650462174271,-0.005625290202149588,0.00878273868794356,1.0616864313434822,-0.4246529598097094,0.031036160956252848,0.060965789809854204,-0.15784506652809735,0.03361059188721365,1.8204442225110824,-0.1364846110590388,0.488350973571677,1.1122726697835206,2.1590296954740658,1.0655486025828889,0.5892243629252732,-1.0992901076157406,-0.3047544450363219,-1.3703783751013303,-1.9483880280157435,-0.893431362634497,1.2252598453073733,0.9167579766083266,612.6299226536867,458.3789883041633,1.107375069543436,0.47209032234703974,0.10663218892715735,0.35434366905802833,0.7081811066295273,0.27646919556332855,8.18776197857908,7.909245216646716,7.673567912018704,8.872274509657759,8.925784284662088,8.817254959649107,2,0,2
6,0.23515954203142134,0.18081616070874326,0.13771331941599654,0.4561236817173185,0.8176804555635437,0.3330079569950273,1.111317940248226,-0.48491785342469984,0.025241374030911364,-0.015875294486863034,-0.0005670448207306027,0.005770810322542408,1.0898709367330286,-0.4488914116706055,0.015046130233471,0.026580040874280453,-0.0761306566378033,0.0497130594318354,1.857529026958091,-0.0570363240269917,0.4397412942813237,0.9905770078260556,2.3329573242402515,0.8855076716809558,0.5031873424045111,-1.119488772321405,-0.366156152263687,-1.360212183407164,-1.9154923619778648,-1.072552148311991,1.2335011574602044,0.8625568273682822,616.7505787301022,431.2784136841411,1.111317940248226,0.48491785342469984,0.10932273912094151,0.35849319343851926,0.6441807143964163,0.26464845327854314,8.069323416681332,7.814239816948663,7.802988511137783,8.862764734653432,8.90027450965776,8.82027450965776,2,0,2
6,0.22604275237394567,0.1832946254688768,0.1156633874905431,0.4233581334200858,0.7998094205652312,0.3233757823287334,1.090203259780421,-0.5216391193452189,-0.029408707317067913,-0.0014015857948128313,-0.01650538000063802,-0.009959917890082506,1.075778735970775,-0.4785162110481232,-0.0501931920925706,0.0566301961518339,-0.044459755895707706,0.00109894840614495,1.781875809846913,-0.0408773521911696,0.2990290541499227,0.9980521865339192,2.156580024028099,0.8299925025098724,0.5284050987524103,-1.0844776843556347,-0.2612615634856273,-1.3111750390918713,-1.910593019085933,-1.1578184203698696,1.2273534715549403,0.8239025076006051,613.6767357774702,411.95125380030254,1.090203259780421,0.5216391193452189,0.10192870971278858,0.3301805142721576,0.6160233802917239,0.2489692628413174,8.071284316664023,7.858193641776054,7.598780447970625,8.864274509657761,8.905784284662086,8.82027450965776,2,0,2
6,0.2572463920633977,0.1951273011387841,0.11948592380574045,0.4285913651626143,0.8334263873284039,0.3146356991945831,1.0915620529647487,-0.5193256932549198,-0.021825595946004243,-0.006280176323689018,0.0033496474100517142,0.007358359801444383,1.0535277286645233,-0.4717832913844386,-0.030365547670606702,0.06380635173790561,-0.0488341920580498,0.0383646552835284,1.814510620562748,-0.1378311949917757,0.3335675004703718,1.0455942717673996,2.251767686627619,1.1502014843942283,0.5595564570486433,-1.1679656996145449,-0.2855664143267589,-1.4959611206507866,-2.044975561406995,-1.042187415760139,1.2299891181869076,0.860119941099565,614.9945590934537,430.0599705497825,1.0915620529647487,0.5193256932549198,0.10162147625887515,0.33416283714499284,0.6588192734526269,0.24351905520074343,8.084510672768198,7.864419755949147,7.786245304873981,8.889784284662088,8.89227450965776,8.838764734653434,2,0,2
6,0.2631576433514695,0.20392833300445734,0.13102869798583486,0.49179589482177244,0.927115364493401,0.3646232006176183,1.0906868506242409,-0.5255226593668246,-0.037378138005057876,-0.02651095714071573,0.013823792718305177,-0.00021194624574646692,1.0653949325611909,-0.4758230431826494,-0.0501931920925706,0.044370928307573304,-0.009989223746034549,0.04097171907926685,1.9821344601430229,-0.1310982871137647,0.3399635256348327,1.1107776107017069,3.0171186662475584,1.071682864176062,0.3073788935696514,-1.1922042104038095,-0.3533641467185852,-1.6840361921482487,-2.27664550422213,-1.183889181777428,1.2346465234144925,0.9571321334577944,617.3232617072463,478.56606672889717,1.0906868506242409,0.5255226593668246,0.11375961810555171,0.3892689248118968,0.712792036568255,0.2847050737494057,8.083813641677004,7.8687940916683505,7.853496610684862,8.893784284662086,8.905784284662086,8.842764734653432,2,0,2
